Timestamp,1.เนื้อลิปสติกที่คุณเลือกให้เข้ากับลุคการแต่งหน้า,2.โทนสีลิปสติกที่คุณเลือกใช้,4.ราคาของลิปสติกตามเนื้อลิปที่เลือกด้านบน ,1.ช่วงอายุของคุณ,2.โทนสีผิวของคุณ,3.ลักษณะผิวริมฝีปากของคุณ,4.มีปัญหาปากแห้ง แตก หรือเป็นขุยหรือไม่,2.สไตล์การแต่งหน้าของคุณกับเนื้อลิปสติกที่เลือกใช้ด้านบน,1.สไตล์ของเสื้อผ้าที่คุณเลือกใส่ให้เข้ากับสีลิปสติก,6.จากเนื้อลิปสติกที่คุณเลือกใช้ คุณใช้เพื่อออกไปทำกิจกรรมใด,7.ช่วงเวลาที่คุณใช้ทำกิจกรรมดังกล่าว,3.ความถี่ในการเติมลิปสติกโดยประมาณระหว่างวันของคุณ,4.การใช้สีในการทาลิปสติกของคุณ,3.ความมันของเนื้อลิปสติกที่คุณเลือกใช้,5.ลักษณะการทาลิปสติกของคุณ
3/13/2021 0:22:41,ลิปเนื้อครีม,โทนสีแดง,201-500,15 - 24,ผิวขาวเหลือง,ริมฝีปากอมชมพู,ไม่มี,สไตล์ธรรมชาติ,เกาหลี,เพื่อไปทำงาน,กลางวัน,มาก (มากว่า 2 ครั้ง),ผสมสี,4,ทาแบบเบลอขอบปาก
3/13/2021 0:38:09,ลิปเนื้อแมตต์,โทนน้ำตาล,201-500,15 - 24,ผิวขาวเหลือง,ริมฝีปากซีด,ไม่มี,สไตล์เกาหลี,มินิมอล,เพื่อไปเที่ยว,กลางวัน,น้อย (ไม่เติมระหว่างวัน),ผสมสี,3,ทาแบบเบลอขอบปาก
3/13/2021 0:43:57,ลิปเนื้อแมตต์,โทนสีนู้ด,มากกว่า 800,15 - 24,ผิวสองสี,ริมฝีปากซีด,มี,สไตล์ธรรมชาติ,สตรีท,เพื่อไปเที่ยว,กลางวัน,ปานกลาง (1-2 ครั้ง),สีเดียว,3,ทาแบบเบลอขอบปาก
3/13/2021 0:53:03,ลิปกลอสและลิปทินส์,โทนสีแดง,น้อยกว่า 200,15 - 24,ผิวขาวเหลือง,ริมฝีปากสีคล้ำ,ไม่มี,สไตล์เกาหลี,เกาหลี,เพื่อไปเรียน,กลางวัน,ปานกลาง (1-2 ครั้ง),สีเดียว,2,ทาแบบเต็มปาก
3/13/2021 1:07:49,ลิควิดลิปสติก หรือ ลิปจิ้มจุ่ม,โทนสีนู้ด,201-500,15 - 24,ผิวสองสี,ริมฝีปากสีคล้ำ,มี,สไตล์ธรรมชาติ,มินิมอล,เพื่อไปเรียน,กลางวัน,น้อย (ไม่เติมระหว่างวัน),สีเดียว,3,ทาแบบเต็มปาก
3/13/2021 1:39:17,ลิปกลอสและลิปทินส์,โทนสีแดง,201-500,15 - 24,ผิวสองสี,ริมฝีปากซีด,มี,สไตล์ธรรมชาติ,เกาหลี,เพื่อไปเรียน,กลางวัน,ปานกลาง (1-2 ครั้ง),สีเดียว,4,ทาแบบเบลอขอบปาก
3/13/2021 4:18:42,ลิปมันและลิปบาล์ม,โทนสีชมพู,201-500,15 - 24,ผิวขาวเหลือง,ริมฝีปากสีคล้ำ,ไม่มี,สไตล์ธรรมชาติ,มินิมอล,เพื่อไปทำงาน,กลางวัน,ปานกลาง (1-2 ครั้ง),สีเดียว,3,ทาแบบเต็มปาก
3/13/2021 10:42:28,ลิปมันและลิปบาล์ม,โทนสีชมพู,น้อยกว่า 200,15 - 24,ผิวสองสี,ริมฝีปากสีคล้ำ,ไม่มี,สไตล์ธรรมชาติ,มินิมอล,เพื่อไปเที่ยว,กลางวัน,น้อย (ไม่เติมระหว่างวัน),สีเดียว,4,ทาแบบเบลอขอบปาก
3/13/2021 16:11:09,ลิควิดลิปสติก หรือ ลิปจิ้มจุ่ม,โทนสีแดง,201-500,15 - 24,ผิวขาวเหลือง,ริมฝีปากอมชมพู,มี,สไตล์ธรรมชาติ,มินิมอล,เพื่อไปเรียน,กลางวัน,ปานกลาง (1-2 ครั้ง),สีเดียว,3,ทาแบบเต็มปาก
3/13/2021 17:40:09,ลิควิดลิปสติก หรือ ลิปจิ้มจุ่ม,โทนสีส้ม,201-500,15 - 24,ผิวขาวเหลือง,ริมฝีปากสีคล้ำ,มี,สไตล์ธรรมชาติ,มินิมอล,เพื่อไปเรียน,กลางวัน,มาก (มากว่า 2 ครั้ง),สีเดียว,4,ทาแบบเต็มปาก
3/13/2021 19:47:27,ลิควิดลิปสติก หรือ ลิปจิ้มจุ่ม,โทนสีแดง,น้อยกว่า 200,15 - 24,ผิวขาวเหลือง,ริมฝีปากสีคล้ำ,ไม่มี,สไตล์ธรรมชาติ,วินเทจ,เพื่อไปเรียน,กลางวัน,น้อย (ไม่เติมระหว่างวัน),ผสมสี,1,ทาแบบเบลอขอบปาก
3/13/2021 19:49:01,ลิปเนื้อแมตต์,โทนสีส้ม,น้อยกว่า 200,15 - 24,ผิวขาวเหลือง,ริมฝีปากซีด,มี,สไตล์เกาหลี,มินิมอล,เพื่อไปเที่ยว,กลางวัน,มาก (มากว่า 2 ครั้ง),ผสมสี,3,ทาแบบเบลอขอบปาก
3/13/2021 19:50:04,ลิปกลอสและลิปทินส์,โทนสีแดง,201-500,15 - 24,ผิวขาวอมชมพู,ริมฝีปากซีด,มี,สไตล์ธรรมชาติ,วินเทจ,เพื่อไปเที่ยว,กลางวัน,ปานกลาง (1-2 ครั้ง),สีเดียว,3,ทาแบบเบลอขอบปาก
3/13/2021 19:50:56,ลิปเนื้อครีม,โทนสีแดง,มากกว่า 800,15 - 24,ผิวแทน,ริมฝีปากสีคล้ำ,มี,สไตล์ธรรมชาติ,เกาหลี,เพื่อไปเรียน,กลางวัน,ปานกลาง (1-2 ครั้ง),ผสมสี,3,ทาแบบเบลอขอบปาก
3/13/2021 19:51:13,ลิปเนื้อครีม,โทนสีแดง,201-500,15 - 24,ผิวสองสี,ริมฝีปากซีด,มี,สไตล์ธรรมชาติ,สตรีท,เพื่อไปเรียน,กลางวัน,ปานกลาง (1-2 ครั้ง),สีเดียว,4,ทาแบบเบลอขอบปาก
3/13/2021 19:51:23,ลิควิดลิปสติก หรือ ลิปจิ้มจุ่ม,โทนสีแดง,201-500,15 - 24,ผิวสองสี,ริมฝีปากสีคล้ำ,มี,สไตล์ธรรมชาติ,มินิมอล,เพื่อไปเที่ยว,กลางวัน,ปานกลาง (1-2 ครั้ง),สีเดียว,3,ทาแบบเบลอขอบปาก
3/13/2021 19:54:39,ลิควิดลิปสติก หรือ ลิปจิ้มจุ่ม,โทนสีส้ม,201-500,15 - 24,ผิวขาวเหลือง,ริมฝีปากซีด,มี,สไตล์ธรรมชาติ,มินิมอล,เพื่อไปเรียน,กลางวัน,ปานกลาง (1-2 ครั้ง),ผสมสี,3,ทาแบบเบลอขอบปาก
3/13/2021 19:54:59,ลิควิดลิปสติก หรือ ลิปจิ้มจุ่ม,โทนน้ำตาล,น้อยกว่า 200,15 - 24,ผิวขาวเหลือง,ริมฝีปากซีด,ไม่มี,สไตล์ธรรมชาติ,เกาหลี,เพื่อไปเรียน,กลางวัน,มาก (มากว่า 2 ครั้ง),ผสมสี,3,ทาแบบเต็มปาก
3/13/2021 19:57:25,ลิปกลอสและลิปทินส์,โทนสีแดง,201-500,15 - 24,ผิวสองสี,ริมฝีปากสีคล้ำ,มี,สไตล์ธรรมชาติ,เกาหลี,เพื่อไปเรียน,กลางวัน,มาก (มากว่า 2 ครั้ง),ผสมสี,4,ทาแบบเบลอขอบปาก
3/13/2021 19:57:39,ลิควิดลิปสติก หรือ ลิปจิ้มจุ่ม,โทนสีส้ม,201-500,15 - 24,ผิวแทน,ริมฝีปากสีคล้ำ,มี,สไตล์ธรรมชาติ,มินิมอล,เพื่อไปเที่ยว,กลางวัน,ปานกลาง (1-2 ครั้ง),ผสมสี,2,ทาแบบเต็มปาก
3/13/2021 19:58:06,ลิควิดลิปสติก หรือ ลิปจิ้มจุ่ม,โทนสีส้ม,201-500,15 - 24,ผิวขาวเหลือง,ริมฝีปากอมชมพู,มี,สไตล์เกาหลี,มินิมอล,เพื่อไปเที่ยว,กลางวัน,ปานกลาง (1-2 ครั้ง),สีเดียว,4,ทาแบบเต็มปาก
3/13/2021 20:00:12,ลิปกลอสและลิปทินส์,โทนสีแดง,201-500,15 - 24,ผิวสองสี,ริมฝีปากซีด,มี,สไตล์เกาหลี,เกาหลี,เพื่อไปเรียน,กลางวัน,มาก (มากว่า 2 ครั้ง),ผสมสี,4,ทาแบบเบลอขอบปาก
3/13/2021 20:00:47,ลิควิดลิปสติก หรือ ลิปจิ้มจุ่ม,โทนสีนู้ด,น้อยกว่า 200,15 - 24,ผิวขาวเหลือง,ริมฝีปากอมชมพู,มี,สไตล์ธรรมชาติ,เกาหลี,เพื่อไปทำงาน,กลางวัน,น้อย (ไม่เติมระหว่างวัน),ผสมสี,2,ทาแบบเบลอขอบปาก
3/13/2021 20:01:11,ลิปมันและลิปบาล์ม,โทนสีแดง,201-500,15 - 24,ผิวสองสี,ริมฝีปากสีคล้ำ,มี,สไตล์ธรรมชาติ,มินิมอล,เพื่อไปทำงาน,กลางวัน,ปานกลาง (1-2 ครั้ง),สีเดียว,3,ทาแบบเต็มปาก
3/13/2021 20:04:21,ลิปมันและลิปบาล์ม,โทนสีแดง,201-500,15 - 24,ผิวขาวเหลือง,ริมฝีปากสีคล้ำ,มี,สไตล์ธรรมชาติ,เกาหลี,เพื่อไปเที่ยว,กลางวัน,น้อย (ไม่เติมระหว่างวัน),สีเดียว,3,ทาแบบเต็มปาก
3/13/2021 20:04:27,ลิปเนื้อซาตินและเนื้อเชียร์,โทนสีชมพู,201-500,15 - 24,ผิวขาวเหลือง,ริมฝีปากอมชมพู,มี,สไตล์ธรรมชาติ,เกาหลี,เพื่อไปเที่ยว,กลางวัน,ปานกลาง (1-2 ครั้ง),ผสมสี,3,ทาแบบเบลอขอบปาก
3/13/2021 20:08:39,ลิปมันและลิปบาล์ม,โทนสีนู้ด,น้อยกว่า 200,15 - 24,ผิวสองสี,ริมฝีปากสีคล้ำ,มี,สไตล์ธรรมชาติ,วินเทจ,เพื่อไปทำงาน,กลางวัน,ปานกลาง (1-2 ครั้ง),สีเดียว,3,ทาแบบเบลอขอบปาก
3/13/2021 20:11:04,ลิปเนื้อแมตต์,โทนสีนู้ด,มากกว่า 800,25 - 35,ผิวขาวอมชมพู,ริมฝีปากอมชมพู,ไม่มี,สไตล์ธรรมชาติ,มินิมอล,เพื่อไปทำงาน,กลางวัน,ปานกลาง (1-2 ครั้ง),สีเดียว,1,ทาแบบเต็มปาก
3/13/2021 20:11:31,ลิควิดลิปสติก หรือ ลิปจิ้มจุ่ม,โทนสีส้ม,201-500,15 - 24,ผิวขาวเหลือง,ริมฝีปากสีคล้ำ,มี,สไตล์ธรรมชาติ,วินเทจ,เพื่อไปออกงานสำคัญ,กลางวัน,ปานกลาง (1-2 ครั้ง),สีเดียว,5,ทาแบบเต็มปาก
3/13/2021 20:12:49,ลิควิดลิปสติก หรือ ลิปจิ้มจุ่ม,โทนสีแดง,201-500,15 - 24,ผิวสองสี,ริมฝีปากสีคล้ำ,มี,สไตล์เกาหลี,มินิมอล,เพื่อไปเรียน,กลางวัน,มาก (มากว่า 2 ครั้ง),ผสมสี,4,ทาแบบเบลอขอบปาก
3/13/2021 20:13:41,ลิปเนื้อครีม,โทนน้ำตาล,น้อยกว่า 200,15 - 24,ผิวขาวเหลือง,ริมฝีปากซีด,มี,สไตล์เกาหลี,เกาหลี,เพื่อไปเรียน,กลางวัน,มาก (มากว่า 2 ครั้ง),สีเดียว,3,ทาแบบเบลอขอบปาก
3/13/2021 20:14:01,ลิปกลอสและลิปทินส์,โทนสีชมพู,น้อยกว่า 200,15 - 24,ผิวขาวอมชมพู,ริมฝีปากซีด,มี,สไตล์ธรรมชาติ,มินิมอล,เพื่อไปเรียน,กลางวัน,ปานกลาง (1-2 ครั้ง),สีเดียว,3,ทาแบบเบลอขอบปาก
3/13/2021 20:14:49,ลิควิดลิปสติก หรือ ลิปจิ้มจุ่ม,โทนสีแดง,น้อยกว่า 200,15 - 24,ผิวขาวเหลือง,ริมฝีปากซีด,ไม่มี,สไตล์เกาหลี,มินิมอล,เพื่อไปเรียน,กลางวัน,มาก (มากว่า 2 ครั้ง),สีเดียว,3,ทาแบบเบลอขอบปาก
3/13/2021 20:23:42,ลิปกลอสและลิปทินส์,โทนสีส้ม,201-500,15 - 24,ผิวสองสี,ริมฝีปากซีด,มี,สไตล์ธรรมชาติ,วินเทจ,เพื่อไปเรียน,กลางวัน,น้อย (ไม่เติมระหว่างวัน),ผสมสี,3,ทาแบบเบลอขอบปาก
3/13/2021 20:23:46,ลิปมันและลิปบาล์ม,โทนสีชมพู,น้อยกว่า 200,15 - 24,ผิวขาวเหลือง,ริมฝีปากอมชมพู,ไม่มี,สไตล์ธรรมชาติ,สตรีท,เพื่อไปเรียน,กลางวัน,ปานกลาง (1-2 ครั้ง),สีเดียว,3,ทาแบบเบลอขอบปาก
3/13/2021 20:32:08,ลิควิดลิปสติก หรือ ลิปจิ้มจุ่ม,โทนน้ำตาล,น้อยกว่า 200,15 - 24,ผิวแทน,ริมฝีปากซีด,มี,สไตล์เกาหลี,มินิมอล,เพื่อไปเรียน,กลางวัน,มาก (มากว่า 2 ครั้ง),ผสมสี,3,ทาแบบเบลอขอบปาก
3/13/2021 20:35:43,ลิปเนื้อซาตินและเนื้อเชียร์,โทนสีแดง,มากกว่า 800,15 - 24,ผิวขาวเหลือง,ริมฝีปากอมชมพู,มี,สไตล์ฝรั่ง,เกาหลี,เพื่อไปทำงาน,กลางวัน,ปานกลาง (1-2 ครั้ง),สีเดียว,2,ทาแบบเต็มปาก
3/13/2021 20:35:49,ลิปเนื้อแมตต์,โทนสีชมพู,201-500,25 - 35,ผิวขาวเหลือง,ริมฝีปากอมชมพู,มี,สไตล์เกาหลี,สตรีท,เพื่อไปเรียน,กลางวัน,ปานกลาง (1-2 ครั้ง),ผสมสี,5,ทาแบบเกินขอบปาก
3/13/2021 20:39:21,ลิปเนื้อแมตต์,โทนสีส้ม,201-500,25 - 35,ผิวสองสี,ริมฝีปากสีคล้ำ,มี,สไตล์ธรรมชาติ,สตรีท,เพื่อไปทำงาน,กลางวัน,ปานกลาง (1-2 ครั้ง),ผสมสี,2,ทาแบบเต็มปาก
3/13/2021 20:42:52,ลิปเนื้อแมตต์,โทนน้ำตาล,201-500,15 - 24,ผิวสองสี,ริมฝีปากอมชมพู,ไม่มี,สไตล์ฝรั่ง,อเมริกัน,เพื่อไปเที่ยว,กลางวัน,น้อย (ไม่เติมระหว่างวัน),สีเดียว,3,ทาแบบเต็มปาก
3/13/2021 20:46:43,ลิปเนื้อซาตินและเนื้อเชียร์,โทนสีแดง,น้อยกว่า 200,15 - 24,ผิวขาวเหลือง,ริมฝีปากอมชมพู,ไม่มี,สไตล์เกาหลี,วินเทจ,เพื่อไปเที่ยว,กลางวัน,มาก (มากว่า 2 ครั้ง),ผสมสี,3,ทาแบบเบลอขอบปาก
3/13/2021 20:50:02,ลิปกลอสและลิปทินส์,โทนสีแดง,201-500,15 - 24,ผิวขาวเหลือง,ริมฝีปากอมชมพู,ไม่มี,สไตล์ธรรมชาติ,เกาหลี,เพื่อไปเที่ยว,กลางวัน,ปานกลาง (1-2 ครั้ง),ผสมสี,3,ทาแบบเบลอขอบปาก
3/13/2021 20:54:59,ลิควิดลิปสติก หรือ ลิปจิ้มจุ่ม,โทนสีส้ม,201-500,15 - 24,ผิวขาวเหลือง,ริมฝีปากอมชมพู,ไม่มี,สไตล์ฝรั่ง,สตรีท,เพื่อไปเที่ยว,กลางวัน,ปานกลาง (1-2 ครั้ง),ผสมสี,2,ทาแบบเบลอขอบปาก
3/13/2021 21:20:28,ลิปเนื้อแมตต์,โทนสีนู้ด,501-800,15 - 24,ผิวขาวเหลือง,ริมฝีปากอมชมพู,มี,สไตล์ธรรมชาติ,วินเทจ,เพื่อไปเรียน,กลางวัน,ปานกลาง (1-2 ครั้ง),ผสมสี,3,ทาแบบเบลอขอบปาก
3/13/2021 21:21:55,ลิควิดลิปสติก หรือ ลิปจิ้มจุ่ม,โทนสีนู้ด,201-500,15 - 24,ผิวขาวเหลือง,ริมฝีปากอมชมพู,มี,สไตล์ธรรมชาติ,มินิมอล,เพื่อไปเที่ยว,กลางวัน,น้อย (ไม่เติมระหว่างวัน),สีเดียว,4,ทาแบบเต็มปาก
3/13/2021 21:23:48,ลิปกลอสและลิปทินส์,โทนสีส้ม,201-500,15 - 24,ผิวขาวเหลือง,ริมฝีปากซีด,ไม่มี,สไตล์เกาหลี,เกาหลี,เพื่อไปเที่ยว,กลางวัน,มาก (มากว่า 2 ครั้ง),ผสมสี,4,ทาแบบเบลอขอบปาก
3/13/2021 21:27:10,ลิปกลอสและลิปทินส์,โทนสีแดง,201-500,15 - 24,ผิวขาวเหลือง,ริมฝีปากอมชมพู,ไม่มี,สไตล์ธรรมชาติ,สตรีท,เพื่อไปเรียน,กลางวัน,ปานกลาง (1-2 ครั้ง),ผสมสี,1,ทาแบบเบลอขอบปาก
3/13/2021 21:39:45,ลิปเนื้อครีม,โทนสีแดง,น้อยกว่า 200,15 - 24,ผิวแทน,ริมฝีปากสีคล้ำ,มี,สไตล์ฝรั่ง,สตรีท,เพื่อไปเที่ยว,กลางวัน,มาก (มากว่า 2 ครั้ง),สีเดียว,4,ทาแบบเต็มปาก
3/13/2021 21:52:47,ลิปเนื้อแมตต์,โทนสีนู้ด,201-500,15 - 24,ผิวสองสี,ริมฝีปากสีคล้ำ,ไม่มี,สไตล์ธรรมชาติ,มินิมอล,เพื่อไปเที่ยว,กลางวัน,น้อย (ไม่เติมระหว่างวัน),สีเดียว,1,ทาแบบเต็มปาก
3/13/2021 22:08:13,ลิควิดลิปสติก หรือ ลิปจิ้มจุ่ม,โทนสีชมพู,น้อยกว่า 200,15 - 24,ผิวสองสี,ริมฝีปากสีคล้ำ,มี,สไตล์ธรรมชาติ,วินเทจ,เพื่อไปเที่ยว,กลางวัน,ปานกลาง (1-2 ครั้ง),ผสมสี,2,ทาแบบเบลอขอบปาก
3/13/2021 22:11:43,ลิควิดลิปสติก หรือ ลิปจิ้มจุ่ม,โทนสีส้ม,น้อยกว่า 200,15 - 24,ผิวขาวเหลือง,ริมฝีปากสีคล้ำ,ไม่มี,สไตล์ธรรมชาติ,มินิมอล,เพื่อไปเที่ยว,กลางวัน,น้อย (ไม่เติมระหว่างวัน),ผสมสี,2,ทาแบบเบลอขอบปาก
3/13/2021 22:22:14,ลิควิดลิปสติก หรือ ลิปจิ้มจุ่ม,โทนสีแดง,น้อยกว่า 200,15 - 24,ผิวขาวเหลือง,ริมฝีปากซีด,มี,สไตล์ธรรมชาติ,สตรีท,เพื่อไปเรียน,กลางวัน,มาก (มากว่า 2 ครั้ง),สีเดียว,2,ทาแบบเต็มปาก
3/13/2021 22:24:07,ลิปเนื้อซาตินและเนื้อเชียร์,โทนสีชมพู,201-500,15 - 24,ผิวขาวเหลือง,ริมฝีปากซีด,มี,สไตล์เกาหลี,เกาหลี,เพื่อไปเรียน,กลางวัน,ปานกลาง (1-2 ครั้ง),ผสมสี,3,ทาแบบเบลอขอบปาก
3/13/2021 22:40:56,ลิปเนื้อซาตินและเนื้อเชียร์,โทนสีส้ม,มากกว่า 800,มากกว่า 35,ผิวขาวเหลือง,ริมฝีปากซีด,มี,สไตล์เกาหลี,เกาหลี,เพื่อไปเที่ยว,กลางวัน,ปานกลาง (1-2 ครั้ง),สีเดียว,4,ทาแบบเต็มปาก
3/13/2021 23:09:20,ลิปเนื้อแมตต์,โทนสีนู้ด,501-800,15 - 24,ผิวสองสี,ริมฝีปากซีด,ไม่มี,สไตล์ฝรั่ง,มินิมอล,เพื่อไปเรียน,กลางวัน,ปานกลาง (1-2 ครั้ง),สีเดียว,2,ทาแบบเต็มปาก
3/13/2021 23:14:03,ลิปไลเนอร์,โทนสีชมพู,201-500,15 - 24,ผิวแทน,ริมฝีปากสีคล้ำ,มี,สไตล์ธรรมชาติ,สตรีท,เพื่อไปเรียน,กลางวัน,ปานกลาง (1-2 ครั้ง),สีเดียว,3,ทาแบบเต็มปาก
3/13/2021 23:24:01,ลิควิดลิปสติก หรือ ลิปจิ้มจุ่ม,โทนน้ำตาล,201-500,15 - 24,ผิวสองสี,ริมฝีปากสีคล้ำ,มี,สไตล์ฝรั่ง,วินเทจ,เพื่อไปเรียน,กลางวัน,ปานกลาง (1-2 ครั้ง),สีเดียว,2,ทาแบบเบลอขอบปาก
3/14/2021 9:50:42,ลิปเนื้อครีม,โทนสีชมพู,201-500,15 - 24,ผิวสองสี,ริมฝีปากสีคล้ำ,มี,สไตล์ธรรมชาติ,มินิมอล,เพื่อไปเที่ยว,กลางวัน,ปานกลาง (1-2 ครั้ง),ผสมสี,4,ทาแบบเกินขอบปาก
3/14/2021 12:17:29,ลิควิดลิปสติก หรือ ลิปจิ้มจุ่ม,โทนสีชมพู,น้อยกว่า 200,15 - 24,ผิวสองสี,ริมฝีปากสีคล้ำ,มี,สไตล์ธรรมชาติ,มินิมอล,เพื่อไปเรียน,กลางวัน,ปานกลาง (1-2 ครั้ง),สีเดียว,3,ทาแบบเบลอขอบปาก
3/14/2021 12:26:41,ลิปเนื้อซาตินและเนื้อเชียร์,โทนสีแดง,201-500,15 - 24,ผิวขาวอมชมพู,ริมฝีปากซีด,ไม่มี,สไตล์เกาหลี,เกาหลี,เพื่อไปเที่ยว,กลางวัน,ปานกลาง (1-2 ครั้ง),สีเดียว,3,ทาแบบเบลอขอบปาก
3/14/2021 23:15:27,ลิปเนื้อซาตินและเนื้อเชียร์,โทนน้ำตาล,201-500,15 - 24,ผิวสองสี,ริมฝีปากซีด,มี,สไตล์ธรรมชาติ,สตรีท,เพื่อไปเที่ยว,กลางวัน,มาก (มากว่า 2 ครั้ง),ผสมสี,3,ทาแบบเบลอขอบปาก
3/15/2021 0:04:49,ลิปมันและลิปบาล์ม,โทนสีชมพู,201-500,15 - 24,ผิวขาวเหลือง,ริมฝีปากอมชมพู,ไม่มี,สไตล์เกาหลี,เกาหลี,เพื่อไปเที่ยว,กลางวัน,ปานกลาง (1-2 ครั้ง),ผสมสี,4,ทาแบบเต็มปาก
3/15/2021 9:01:02,ลิปกลอสและลิปทินส์,โทนสีนู้ด,201-500,15 - 24,ผิวสองสี,ริมฝีปากสีคล้ำ,มี,สไตล์เกาหลี,เกาหลี,เพื่อไปเที่ยว,กลางวัน,มาก (มากว่า 2 ครั้ง),ผสมสี,2,ทาแบบเบลอขอบปาก
3/15/2021 9:34:40,ลิควิดลิปสติก หรือ ลิปจิ้มจุ่ม,โทนสีส้ม,น้อยกว่า 200,15 - 24,ผิวขาวเหลือง,ริมฝีปากอมชมพู,มี,สไตล์ธรรมชาติ,มินิมอล,เพื่อไปเที่ยว,กลางวัน,ปานกลาง (1-2 ครั้ง),สีเดียว,1,ทาแบบเบลอขอบปาก
3/15/2021 12:33:07,ลิปเนื้อแมตต์,โทนสีนู้ด,201-500,25 - 35,ผิวขาวเหลือง,ริมฝีปากสีคล้ำ,มี,สไตล์ธรรมชาติ,มินิมอล,เพื่อไปเที่ยว,กลางวัน,ปานกลาง (1-2 ครั้ง),ผสมสี,1,ทาแบบเต็มปาก
3/15/2021 12:43:54,ลิปเนื้อแมตต์,โทนสีนู้ด,201-500,15 - 24,ผิวสองสี,ริมฝีปากซีด,มี,สไตล์ธรรมชาติ,สตรีท,เพื่อไปทำงาน,กลางวัน,ปานกลาง (1-2 ครั้ง),สีเดียว,2,ทาแบบเต็มปาก
3/15/2021 13:19:19,ลิปกลอสและลิปทินส์,โทนสีแดง,มากกว่า 800,15 - 24,ผิวขาวเหลือง,ริมฝีปากอมชมพู,ไม่มี,สไตล์เกาหลี,มินิมอล,เพื่อไปเรียน,กลางวัน,ปานกลาง (1-2 ครั้ง),ผสมสี,5,ทาแบบเบลอขอบปาก
3/15/2021 15:30:58,ลิควิดลิปสติก หรือ ลิปจิ้มจุ่ม,โทนสีแดง,201-500,15 - 24,ผิวขาวเหลือง,ริมฝีปากอมชมพู,มี,สไตล์ธรรมชาติ,มินิมอล,เพื่อไปทำงาน,กลางวัน,ปานกลาง (1-2 ครั้ง),สีเดียว,3,ทาแบบเต็มปาก
3/17/2021 14:02:02,ลิปเนื้อแมตต์,โทนน้ำตาล,501-800,15 - 24,ผิวสองสี,ริมฝีปากสีคล้ำ,มี,สไตล์ธรรมชาติ,สตรีท,เพื่อไปเที่ยว,กลางคืน,น้อย (ไม่เติมระหว่างวัน),ผสมสี,2,ทาแบบเบลอขอบปาก
3/17/2021 14:03:04,ลิปกลอสและลิปทินส์,โทนสีชมพู,201-500,15 - 24,ผิวขาวเหลือง,ริมฝีปากอมชมพู,มี,สไตล์เกาหลี,สตรีท,เพื่อไปเที่ยว,กลางวัน,ปานกลาง (1-2 ครั้ง),ผสมสี,4,ทาแบบเบลอขอบปาก
3/17/2021 14:03:20,ลิปกลอสและลิปทินส์,โทนสีส้ม,201-500,15 - 24,ผิวขาวเหลือง,ริมฝีปากซีด,มี,สไตล์ธรรมชาติ,สตรีท,เพื่อไปเที่ยว,กลางวัน,มาก (มากว่า 2 ครั้ง),ผสมสี,3,ทาแบบเบลอขอบปาก
3/17/2021 14:19:34,ลิปเนื้อแมตต์,โทนสีส้ม,201-500,15 - 24,ผิวขาวอมชมพู,ริมฝีปากซีด,มี,สไตล์ธรรมชาติ,มินิมอล,เพื่อไปออกงานสำคัญ,กลางคืน,น้อย (ไม่เติมระหว่างวัน),สีเดียว,4,ทาแบบเต็มปาก
3/17/2021 14:23:18,ลิปมันและลิปบาล์ม,โทนสีส้ม,501-800,15 - 24,ผิวสองสี,ริมฝีปากสีคล้ำ,มี,สไตล์ธรรมชาติ,เกาหลี,เพื่อไปเรียน,กลางวัน,ปานกลาง (1-2 ครั้ง),ผสมสี,4,ทาแบบเบลอขอบปาก
3/17/2021 14:30:35,ลิปมันและลิปบาล์ม,โทนสีแดง,น้อยกว่า 200,15 - 24,ผิวขาวเหลือง,ริมฝีปากสีคล้ำ,ไม่มี,สไตล์ธรรมชาติ,มินิมอล,เพื่อไปเที่ยว,กลางวัน,น้อย (ไม่เติมระหว่างวัน),สีเดียว,2,ทาแบบเต็มปาก
3/17/2021 14:36:32,ลิปมันและลิปบาล์ม,โทนสีส้ม,201-500,15 - 24,ผิวสองสี,ริมฝีปากซีด,มี,สไตล์ธรรมชาติ,เกาหลี,เพื่อไปเรียน,กลางวัน,น้อย (ไม่เติมระหว่างวัน),สีเดียว,4,ทาแบบเต็มปาก
3/17/2021 14:37:34,ลิปเนื้อครีม,โทนสีส้ม,201-500,15 - 24,ผิวสองสี,ริมฝีปากซีด,มี,สไตล์เกาหลี,เกาหลี,เพื่อไปเที่ยว,กลางวัน,ปานกลาง (1-2 ครั้ง),ผสมสี,2,ทาแบบเบลอขอบปาก
3/17/2021 14:38:24,ลิควิดลิปสติก หรือ ลิปจิ้มจุ่ม,โทนสีชมพู,น้อยกว่า 200,15 - 24,ผิวขาวเหลือง,ริมฝีปากซีด,มี,สไตล์เกาหลี,มินิมอล,เพื่อไปเรียน,กลางวัน,ปานกลาง (1-2 ครั้ง),สีเดียว,1,ทาแบบเต็มปาก
3/17/2021 15:21:25,ลิควิดลิปสติก หรือ ลิปจิ้มจุ่ม,โทนสีแดง,201-500,15 - 24,ผิวขาวเหลือง,ริมฝีปากซีด,ไม่มี,สไตล์ธรรมชาติ,สตรีท,เพื่อไปเที่ยว,กลางวัน,ปานกลาง (1-2 ครั้ง),ผสมสี,4,ทาแบบเกินขอบปาก
