1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
ลิปเนื้อครีม,โทนน้ำตาล,น้อยกว่า 200,15 - 24,ผิวขาวเหลือง,ริมฝีปากซีด,มี,สไตล์เกาหลี,เกาหลี,เพื่อไปเรียน,กลางวัน,มาก (มากว่า 2 ครั้ง),สีเดียว,3,ทาแบบเบลอขอบปาก
ลิปกลอสและลิปทินส์,โทนสีชมพู,น้อยกว่า 200,15 - 24,ผิวขาวอมชมพู,ริมฝีปากซีด,มี,สไตล์ธรรมชาติ,มินิมอล,เพื่อไปเรียน,กลางวัน,ปานกลาง (1-2 ครั้ง),สีเดียว,3,ทาแบบเบลอขอบปาก
ลิควิดลิปสติก หรือ ลิปจิ้มจุ่ม,โทนสีแดง,น้อยกว่า 200,15 - 24,ผิวขาวเหลือง,ริมฝีปากซีด,ไม่มี,สไตล์เกาหลี,มินิมอล,เพื่อไปเรียน,กลางวัน,มาก (มากว่า 2 ครั้ง),สีเดียว,3,ทาแบบเบลอขอบปาก
ลิปกลอสและลิปทินส์,โทนสีส้ม,201-500,15 - 24,ผิวสองสี,ริมฝีปากซีด,มี,สไตล์ธรรมชาติ,วินเทจ,เพื่อไปเรียน,กลางวัน,น้อย (ไม่เติมระหว่างวัน),ผสมสี,3,ทาแบบเบลอขอบปาก
ลิปมันและลิปบาล์ม,โทนสีชมพู,น้อยกว่า 200,15 - 24,ผิวขาวเหลือง,ริมฝีปากอมชมพู,ไม่มี,สไตล์ธรรมชาติ,สตรีท,เพื่อไปเรียน,กลางวัน,ปานกลาง (1-2 ครั้ง),สีเดียว,3,ทาแบบเบลอขอบปาก
ลิควิดลิปสติก หรือ ลิปจิ้มจุ่ม,โทนน้ำตาล,น้อยกว่า 200,15 - 24,ผิวแทน,ริมฝีปากซีด,มี,สไตล์เกาหลี,มินิมอล,เพื่อไปเรียน,กลางวัน,มาก (มากว่า 2 ครั้ง),ผสมสี,3,ทาแบบเบลอขอบปาก
ลิปเนื้อซาตินและเนื้อเชียร์,โทนสีแดง,มากกว่า 800,15 - 24,ผิวขาวเหลือง,ริมฝีปากอมชมพู,มี,สไตล์ฝรั่ง,เกาหลี,เพื่อไปทำงาน,กลางวัน,ปานกลาง (1-2 ครั้ง),สีเดียว,2,ทาแบบเต็มปาก
ลิปเนื้อแมตต์,โทนสีชมพู,201-500,25 - 35,ผิวขาวเหลือง,ริมฝีปากอมชมพู,มี,สไตล์เกาหลี,สตรีท,เพื่อไปเรียน,กลางวัน,ปานกลาง (1-2 ครั้ง),ผสมสี,5,ทาแบบเกินขอบปาก
ลิปเนื้อแมตต์,โทนสีส้ม,201-500,25 - 35,ผิวสองสี,ริมฝีปากสีคล้ำ,มี,สไตล์ธรรมชาติ,สตรีท,เพื่อไปทำงาน,กลางวัน,ปานกลาง (1-2 ครั้ง),ผสมสี,2,ทาแบบเต็มปาก
ลิปเนื้อแมตต์,โทนน้ำตาล,201-500,15 - 24,ผิวสองสี,ริมฝีปากอมชมพู,ไม่มี,สไตล์ฝรั่ง,อเมริกัน,เพื่อไปเที่ยว,กลางวัน,น้อย (ไม่เติมระหว่างวัน),สีเดียว,3,ทาแบบเต็มปาก
ลิปเนื้อซาตินและเนื้อเชียร์,โทนสีแดง,น้อยกว่า 200,15 - 24,ผิวขาวเหลือง,ริมฝีปากอมชมพู,ไม่มี,สไตล์เกาหลี,วินเทจ,เพื่อไปเที่ยว,กลางวัน,มาก (มากว่า 2 ครั้ง),ผสมสี,3,ทาแบบเบลอขอบปาก
ลิปกลอสและลิปทินส์,โทนสีแดง,201-500,15 - 24,ผิวขาวเหลือง,ริมฝีปากอมชมพู,ไม่มี,สไตล์ธรรมชาติ,เกาหลี,เพื่อไปเที่ยว,กลางวัน,ปานกลาง (1-2 ครั้ง),ผสมสี,3,ทาแบบเบลอขอบปาก
ลิควิดลิปสติก หรือ ลิปจิ้มจุ่ม,โทนสีส้ม,201-500,15 - 24,ผิวขาวเหลือง,ริมฝีปากอมชมพู,ไม่มี,สไตล์ฝรั่ง,สตรีท,เพื่อไปเที่ยว,กลางวัน,ปานกลาง (1-2 ครั้ง),ผสมสี,2,ทาแบบเบลอขอบปาก
ลิปเนื้อแมตต์,โทนสีนู้ด,501-800,15 - 24,ผิวขาวเหลือง,ริมฝีปากอมชมพู,มี,สไตล์ธรรมชาติ,วินเทจ,เพื่อไปเรียน,กลางวัน,ปานกลาง (1-2 ครั้ง),ผสมสี,3,ทาแบบเบลอขอบปาก
ลิควิดลิปสติก หรือ ลิปจิ้มจุ่ม,โทนสีนู้ด,201-500,15 - 24,ผิวขาวเหลือง,ริมฝีปากอมชมพู,มี,สไตล์ธรรมชาติ,มินิมอล,เพื่อไปเที่ยว,กลางวัน,น้อย (ไม่เติมระหว่างวัน),สีเดียว,4,ทาแบบเต็มปาก
ลิปกลอสและลิปทินส์,โทนสีส้ม,201-500,15 - 24,ผิวขาวเหลือง,ริมฝีปากซีด,ไม่มี,สไตล์เกาหลี,เกาหลี,เพื่อไปเที่ยว,กลางวัน,มาก (มากว่า 2 ครั้ง),ผสมสี,4,ทาแบบเบลอขอบปาก
ลิปกลอสและลิปทินส์,โทนสีแดง,201-500,15 - 24,ผิวขาวเหลือง,ริมฝีปากอมชมพู,ไม่มี,สไตล์ธรรมชาติ,สตรีท,เพื่อไปเรียน,กลางวัน,ปานกลาง (1-2 ครั้ง),ผสมสี,1,ทาแบบเบลอขอบปาก
ลิปเนื้อครีม,โทนสีแดง,น้อยกว่า 200,15 - 24,ผิวแทน,ริมฝีปากสีคล้ำ,มี,สไตล์ฝรั่ง,สตรีท,เพื่อไปเที่ยว,กลางวัน,มาก (มากว่า 2 ครั้ง),สีเดียว,4,ทาแบบเต็มปาก
ลิปเนื้อแมตต์,โทนสีนู้ด,201-500,15 - 24,ผิวสองสี,ริมฝีปากสีคล้ำ,ไม่มี,สไตล์ธรรมชาติ,มินิมอล,เพื่อไปเที่ยว,กลางวัน,น้อย (ไม่เติมระหว่างวัน),สีเดียว,1,ทาแบบเต็มปาก
ลิควิดลิปสติก หรือ ลิปจิ้มจุ่ม,โทนสีชมพู,น้อยกว่า 200,15 - 24,ผิวสองสี,ริมฝีปากสีคล้ำ,มี,สไตล์ธรรมชาติ,วินเทจ,เพื่อไปเที่ยว,กลางวัน,ปานกลาง (1-2 ครั้ง),ผสมสี,2,ทาแบบเบลอขอบปาก
ลิควิดลิปสติก หรือ ลิปจิ้มจุ่ม,โทนสีส้ม,น้อยกว่า 200,15 - 24,ผิวขาวเหลือง,ริมฝีปากสีคล้ำ,ไม่มี,สไตล์ธรรมชาติ,มินิมอล,เพื่อไปเที่ยว,กลางวัน,น้อย (ไม่เติมระหว่างวัน),ผสมสี,2,ทาแบบเบลอขอบปาก
ลิควิดลิปสติก หรือ ลิปจิ้มจุ่ม,โทนสีแดง,น้อยกว่า 200,15 - 24,ผิวขาวเหลือง,ริมฝีปากซีด,มี,สไตล์ธรรมชาติ,สตรีท,เพื่อไปเรียน,กลางวัน,มาก (มากว่า 2 ครั้ง),สีเดียว,2,ทาแบบเต็มปาก
ลิปเนื้อซาตินและเนื้อเชียร์,โทนสีชมพู,201-500,15 - 24,ผิวขาวเหลือง,ริมฝีปากซีด,มี,สไตล์เกาหลี,เกาหลี,เพื่อไปเรียน,กลางวัน,ปานกลาง (1-2 ครั้ง),ผสมสี,3,ทาแบบเบลอขอบปาก
ลิปเนื้อซาตินและเนื้อเชียร์,โทนสีส้ม,มากกว่า 800,มากกว่า 35,ผิวขาวเหลือง,ริมฝีปากซีด,มี,สไตล์เกาหลี,เกาหลี,เพื่อไปเที่ยว,กลางวัน,ปานกลาง (1-2 ครั้ง),สีเดียว,4,ทาแบบเต็มปาก
ลิปเนื้อแมตต์,โทนสีนู้ด,501-800,15 - 24,ผิวสองสี,ริมฝีปากซีด,ไม่มี,สไตล์ฝรั่ง,มินิมอล,เพื่อไปเรียน,กลางวัน,ปานกลาง (1-2 ครั้ง),สีเดียว,2,ทาแบบเต็มปาก
ลิปไลเนอร์,โทนสีชมพู,201-500,15 - 24,ผิวแทน,ริมฝีปากสีคล้ำ,มี,สไตล์ธรรมชาติ,สตรีท,เพื่อไปเรียน,กลางวัน,ปานกลาง (1-2 ครั้ง),สีเดียว,3,ทาแบบเต็มปาก
ลิควิดลิปสติก หรือ ลิปจิ้มจุ่ม,โทนน้ำตาล,201-500,15 - 24,ผิวสองสี,ริมฝีปากสีคล้ำ,มี,สไตล์ฝรั่ง,วินเทจ,เพื่อไปเรียน,กลางวัน,ปานกลาง (1-2 ครั้ง),สีเดียว,2,ทาแบบเบลอขอบปาก
ลิปเนื้อครีม,โทนสีชมพู,201-500,15 - 24,ผิวสองสี,ริมฝีปากสีคล้ำ,มี,สไตล์ธรรมชาติ,มินิมอล,เพื่อไปเที่ยว,กลางวัน,ปานกลาง (1-2 ครั้ง),ผสมสี,4,ทาแบบเกินขอบปาก
ลิควิดลิปสติก หรือ ลิปจิ้มจุ่ม,โทนสีชมพู,น้อยกว่า 200,15 - 24,ผิวสองสี,ริมฝีปากสีคล้ำ,มี,สไตล์ธรรมชาติ,มินิมอล,เพื่อไปเรียน,กลางวัน,ปานกลาง (1-2 ครั้ง),สีเดียว,3,ทาแบบเบลอขอบปาก
ลิปเนื้อซาตินและเนื้อเชียร์,โทนสีแดง,201-500,15 - 24,ผิวขาวอมชมพู,ริมฝีปากซีด,ไม่มี,สไตล์เกาหลี,เกาหลี,เพื่อไปเที่ยว,กลางวัน,ปานกลาง (1-2 ครั้ง),สีเดียว,3,ทาแบบเบลอขอบปาก
ลิปเนื้อซาตินและเนื้อเชียร์,โทนน้ำตาล,201-500,15 - 24,ผิวสองสี,ริมฝีปากซีด,มี,สไตล์ธรรมชาติ,สตรีท,เพื่อไปเที่ยว,กลางวัน,มาก (มากว่า 2 ครั้ง),ผสมสี,3,ทาแบบเบลอขอบปาก
ลิปมันและลิปบาล์ม,โทนสีชมพู,201-500,15 - 24,ผิวขาวเหลือง,ริมฝีปากอมชมพู,ไม่มี,สไตล์เกาหลี,เกาหลี,เพื่อไปเที่ยว,กลางวัน,ปานกลาง (1-2 ครั้ง),ผสมสี,4,ทาแบบเต็มปาก
ลิปกลอสและลิปทินส์,โทนสีนู้ด,201-500,15 - 24,ผิวสองสี,ริมฝีปากสีคล้ำ,มี,สไตล์เกาหลี,เกาหลี,เพื่อไปเที่ยว,กลางวัน,มาก (มากว่า 2 ครั้ง),ผสมสี,2,ทาแบบเบลอขอบปาก
ลิควิดลิปสติก หรือ ลิปจิ้มจุ่ม,โทนสีส้ม,น้อยกว่า 200,15 - 24,ผิวขาวเหลือง,ริมฝีปากอมชมพู,มี,สไตล์ธรรมชาติ,มินิมอล,เพื่อไปเที่ยว,กลางวัน,ปานกลาง (1-2 ครั้ง),สีเดียว,1,ทาแบบเบลอขอบปาก
ลิปเนื้อแมตต์,โทนสีนู้ด,201-500,25 - 35,ผิวขาวเหลือง,ริมฝีปากสีคล้ำ,มี,สไตล์ธรรมชาติ,มินิมอล,เพื่อไปเที่ยว,กลางวัน,ปานกลาง (1-2 ครั้ง),ผสมสี,1,ทาแบบเต็มปาก
ลิปเนื้อแมตต์,โทนสีนู้ด,201-500,15 - 24,ผิวสองสี,ริมฝีปากซีด,มี,สไตล์ธรรมชาติ,สตรีท,เพื่อไปทำงาน,กลางวัน,ปานกลาง (1-2 ครั้ง),สีเดียว,2,ทาแบบเต็มปาก
ลิปกลอสและลิปทินส์,โทนสีแดง,มากกว่า 800,15 - 24,ผิวขาวเหลือง,ริมฝีปากอมชมพู,ไม่มี,สไตล์เกาหลี,มินิมอล,เพื่อไปเรียน,กลางวัน,ปานกลาง (1-2 ครั้ง),ผสมสี,5,ทาแบบเบลอขอบปาก
ลิควิดลิปสติก หรือ ลิปจิ้มจุ่ม,โทนสีแดง,201-500,15 - 24,ผิวขาวเหลือง,ริมฝีปากอมชมพู,มี,สไตล์ธรรมชาติ,มินิมอล,เพื่อไปทำงาน,กลางวัน,ปานกลาง (1-2 ครั้ง),สีเดียว,3,ทาแบบเต็มปาก
ลิปเนื้อแมตต์,โทนน้ำตาล,501-800,15 - 24,ผิวสองสี,ริมฝีปากสีคล้ำ,มี,สไตล์ธรรมชาติ,สตรีท,เพื่อไปเที่ยว,กลางคืน,น้อย (ไม่เติมระหว่างวัน),ผสมสี,2,ทาแบบเบลอขอบปาก
ลิปกลอสและลิปทินส์,โทนสีชมพู,201-500,15 - 24,ผิวขาวเหลือง,ริมฝีปากอมชมพู,มี,สไตล์เกาหลี,สตรีท,เพื่อไปเที่ยว,กลางวัน,ปานกลาง (1-2 ครั้ง),ผสมสี,4,ทาแบบเบลอขอบปาก
ลิปกลอสและลิปทินส์,โทนสีส้ม,201-500,15 - 24,ผิวขาวเหลือง,ริมฝีปากซีด,มี,สไตล์ธรรมชาติ,สตรีท,เพื่อไปเที่ยว,กลางวัน,มาก (มากว่า 2 ครั้ง),ผสมสี,3,ทาแบบเบลอขอบปาก
ลิปเนื้อแมตต์,โทนสีส้ม,201-500,15 - 24,ผิวขาวอมชมพู,ริมฝีปากซีด,มี,สไตล์ธรรมชาติ,มินิมอล,เพื่อไปออกงานสำคัญ,กลางคืน,น้อย (ไม่เติมระหว่างวัน),สีเดียว,4,ทาแบบเต็มปาก
ลิปมันและลิปบาล์ม,โทนสีส้ม,501-800,15 - 24,ผิวสองสี,ริมฝีปากสีคล้ำ,มี,สไตล์ธรรมชาติ,เกาหลี,เพื่อไปเรียน,กลางวัน,ปานกลาง (1-2 ครั้ง),ผสมสี,4,ทาแบบเบลอขอบปาก
ลิปมันและลิปบาล์ม,โทนสีแดง,น้อยกว่า 200,15 - 24,ผิวขาวเหลือง,ริมฝีปากสีคล้ำ,ไม่มี,สไตล์ธรรมชาติ,มินิมอล,เพื่อไปเที่ยว,กลางวัน,น้อย (ไม่เติมระหว่างวัน),สีเดียว,2,ทาแบบเต็มปาก
ลิปมันและลิปบาล์ม,โทนสีส้ม,201-500,15 - 24,ผิวสองสี,ริมฝีปากซีด,มี,สไตล์ธรรมชาติ,เกาหลี,เพื่อไปเรียน,กลางวัน,น้อย (ไม่เติมระหว่างวัน),สีเดียว,4,ทาแบบเต็มปาก
ลิปเนื้อครีม,โทนสีส้ม,201-500,15 - 24,ผิวสองสี,ริมฝีปากซีด,มี,สไตล์เกาหลี,เกาหลี,เพื่อไปเที่ยว,กลางวัน,ปานกลาง (1-2 ครั้ง),ผสมสี,2,ทาแบบเบลอขอบปาก
ลิควิดลิปสติก หรือ ลิปจิ้มจุ่ม,โทนสีชมพู,น้อยกว่า 200,15 - 24,ผิวขาวเหลือง,ริมฝีปากซีด,มี,สไตล์เกาหลี,มินิมอล,เพื่อไปเรียน,กลางวัน,ปานกลาง (1-2 ครั้ง),สีเดียว,1,ทาแบบเต็มปาก
ลิควิดลิปสติก หรือ ลิปจิ้มจุ่ม,โทนสีแดง,201-500,15 - 24,ผิวขาวเหลือง,ริมฝีปากซีด,ไม่มี,สไตล์ธรรมชาติ,สตรีท,เพื่อไปเที่ยว,กลางวัน,ปานกลาง (1-2 ครั้ง),ผสมสี,4,ทาแบบเกินขอบปาก
ลิปกลอสและลิปทินส์,โทนสีแดง,น้อยกว่า 200,15 - 24,ผิวขาวเหลือง,ริมฝีปากสีคล้ำ,มี,สไตล์ธรรมชาติ,มินิมอล,เพื่อไปเที่ยว,กลางวัน,ปานกลาง (1-2 ครั้ง),สีเดียว,3,ทาแบบเต็มปาก
ลิควิดลิปสติก หรือ ลิปจิ้มจุ่ม,โทนสีนู้ด,201-500,15 - 24,ผิวขาวเหลือง,ริมฝีปากซีด,มี,สไตล์ธรรมชาติ,มินิมอล,เพื่อไปเรียน,กลางวัน,ปานกลาง (1-2 ครั้ง),สีเดียว,2,ทาแบบเบลอขอบปาก
ลิควิดลิปสติก หรือ ลิปจิ้มจุ่ม,โทนสีส้ม,201-500,15 - 24,ผิวขาวเหลือง,ริมฝีปากซีด,ไม่มี,สไตล์เกาหลี,เกาหลี,เพื่อไปทำงาน,กลางวัน,ปานกลาง (1-2 ครั้ง),ผสมสี,3,ทาแบบเบลอขอบปาก
ลิปเนื้อครีม,โทนสีแดง,201-500,15 - 24,ผิวสองสี,ริมฝีปากอมชมพู,มี,สไตล์เกาหลี,เกาหลี,เพื่อไปเที่ยว,กลางวัน,ปานกลาง (1-2 ครั้ง),ผสมสี,3,ทาแบบเบลอขอบปาก
ลิควิดลิปสติก หรือ ลิปจิ้มจุ่ม,โทนสีแดง,201-500,15 - 24,ผิวสองสี,ริมฝีปากอมชมพู,มี,สไตล์เกาหลี,เกาหลี,เพื่อไปเที่ยว,กลางวัน,ปานกลาง (1-2 ครั้ง),สีเดียว,4,ทาแบบเบลอขอบปาก
ลิปกลอสและลิปทินส์,โทนสีส้ม,201-500,15 - 24,ผิวขาวเหลือง,ริมฝีปากสีคล้ำ,มี,สไตล์เกาหลี,เกาหลี,เพื่อไปเรียน,กลางวัน,ปานกลาง (1-2 ครั้ง),ผสมสี,3,ทาแบบเบลอขอบปาก
ลิควิดลิปสติก หรือ ลิปจิ้มจุ่ม,โทนน้ำตาล,น้อยกว่า 200,15 - 24,ผิวสองสี,ริมฝีปากซีด,มี,สไตล์ธรรมชาติ,มินิมอล,เพื่อไปเที่ยว,กลางวัน,ปานกลาง (1-2 ครั้ง),สีเดียว,3,ทาแบบเบลอขอบปาก
ลิควิดลิปสติก หรือ ลิปจิ้มจุ่ม,โทนสีแดง,น้อยกว่า 200,15 - 24,ผิวขาวเหลือง,ริมฝีปากอมชมพู,มี,สไตล์ธรรมชาติ,สตรีท,เพื่อไปเรียน,กลางวัน,ปานกลาง (1-2 ครั้ง),สีเดียว,2,ทาแบบเบลอขอบปาก
ลิควิดลิปสติก หรือ ลิปจิ้มจุ่ม,โทนสีแดง,201-500,15 - 24,ผิวแทน,ริมฝีปากสีคล้ำ,ไม่มี,สไตล์ธรรมชาติ,มินิมอล,เพื่อไปเรียน,กลางวัน,ปานกลาง (1-2 ครั้ง),สีเดียว,3,ทาแบบเต็มปาก
ลิปเนื้อซาตินและเนื้อเชียร์,โทนสีส้ม,201-500,15 - 24,ผิวขาวเหลือง,ริมฝีปากซีด,มี,สไตล์ธรรมชาติ,มินิมอล,เพื่อไปเที่ยว,กลางวัน,ปานกลาง (1-2 ครั้ง),ผสมสี,2,ทาแบบเบลอขอบปาก
ลิควิดลิปสติก หรือ ลิปจิ้มจุ่ม,โทนสีชมพู,น้อยกว่า 200,15 - 24,ผิวขาวอมชมพู,ริมฝีปากซีด,มี,สไตล์ธรรมชาติ,มินิมอล,เพื่อไปทำงาน,กลางวัน,ปานกลาง (1-2 ครั้ง),ผสมสี,1,ทาแบบเกินขอบปาก
ลิปมันและลิปบาล์ม,โทนสีนู้ด,น้อยกว่า 200,15 - 24,ผิวสองสี,ริมฝีปากสีคล้ำ,ไม่มี,สไตล์ธรรมชาติ,สตรีท,เพื่อไปเรียน,กลางวัน,น้อย (ไม่เติมระหว่างวัน),สีเดียว,3,ทาแบบเบลอขอบปาก
ลิควิดลิปสติก หรือ ลิปจิ้มจุ่ม,โทนสีแดง,มากกว่า 800,15 - 24,ผิวแทน,ริมฝีปากสีคล้ำ,ไม่มี,สไตล์ธรรมชาติ,อเมริกัน,เพื่อไปเรียน,กลางวัน,มาก (มากว่า 2 ครั้ง),ผสมสี,2,ทาแบบเต็มปาก
ลิควิดลิปสติก หรือ ลิปจิ้มจุ่ม,โทนสีแดง,น้อยกว่า 200,15 - 24,ผิวขาวเหลือง,ริมฝีปากสีคล้ำ,มี,สไตล์ธรรมชาติ,สตรีท,เพื่อไปเรียน,กลางวัน,มาก (มากว่า 2 ครั้ง),สีเดียว,3,ทาแบบเต็มปาก
ลิปเนื้อแมตต์,โทนสีนู้ด,มากกว่า 800,15 - 24,ผิวสองสี,ริมฝีปากสีคล้ำ,มี,สไตล์ธรรมชาติ,มินิมอล,เพื่อไปเที่ยว,กลางวัน,ปานกลาง (1-2 ครั้ง),สีเดียว,3,ทาแบบเต็มปาก
ลิปเนื้อซาตินและเนื้อเชียร์,โทนสีส้ม,น้อยกว่า 200,15 - 24,ผิวขาวเหลือง,ริมฝีปากสีคล้ำ,มี,สไตล์เกาหลี,วินเทจ,เพื่อไปเที่ยว,กลางวัน,น้อย (ไม่เติมระหว่างวัน),ผสมสี,2,ทาแบบเต็มปาก
ลิปเนื้อซาตินและเนื้อเชียร์,โทนสีส้ม,201-500,15 - 24,ผิวสองสี,ริมฝีปากสีคล้ำ,มี,สไตล์ธรรมชาติ,เกาหลี,เพื่อไปเรียน,กลางวัน,ปานกลาง (1-2 ครั้ง),สีเดียว,3,ทาแบบเบลอขอบปาก
ลิปเนื้อครีม,โทนสีแดง,201-500,15 - 24,ผิวสองสี,ริมฝีปากซีด,มี,สไตล์ธรรมชาติ,มินิมอล,เพื่อไปเที่ยว,กลางวัน,ปานกลาง (1-2 ครั้ง),ผสมสี,2,ทาแบบเบลอขอบปาก
ลิควิดลิปสติก หรือ ลิปจิ้มจุ่ม,โทนสีแดง,201-500,15 - 24,ผิวขาวเหลือง,ริมฝีปากอมชมพู,ไม่มี,สไตล์ธรรมชาติ,วินเทจ,เพื่อไปเรียน,กลางวัน,ปานกลาง (1-2 ครั้ง),ผสมสี,3,ทาแบบเบลอขอบปาก
ลิควิดลิปสติก หรือ ลิปจิ้มจุ่ม,โทนน้ำตาล,น้อยกว่า 200,25 - 35,ผิวสองสี,ริมฝีปากสีคล้ำ,มี,สไตล์ธรรมชาติ,เกาหลี,เพื่อไปเที่ยว,กลางวัน,ปานกลาง (1-2 ครั้ง),ผสมสี,1,ทาแบบเบลอขอบปาก
ลิปเนื้อครีม,โทนสีส้ม,น้อยกว่า 200,15 - 24,ผิวสองสี,ริมฝีปากอมชมพู,ไม่มี,สไตล์ธรรมชาติ,มินิมอล,เพื่อไปเที่ยว,กลางวัน,ปานกลาง (1-2 ครั้ง),ผสมสี,2,ทาแบบเบลอขอบปาก
ลิควิดลิปสติก หรือ ลิปจิ้มจุ่ม,โทนสีส้ม,น้อยกว่า 200,15 - 24,ผิวขาวเหลือง,ริมฝีปากอมชมพู,ไม่มี,สไตล์ธรรมชาติ,มินิมอล,เพื่อไปเรียน,กลางวัน,ปานกลาง (1-2 ครั้ง),ผสมสี,4,ทาแบบเบลอขอบปาก
ลิปเนื้อครีม,โทนสีแดง,201-500,15 - 24,ผิวขาวเหลือง,ริมฝีปากสีคล้ำ,ไม่มี,สไตล์ธรรมชาติ,มินิมอล,เพื่อไปเที่ยว,กลางวัน,น้อย (ไม่เติมระหว่างวัน),ผสมสี,3,ทาแบบเต็มปาก
ลิปกลอสและลิปทินส์,โทนสีชมพู,มากกว่า 800,15 - 24,ผิวขาวเหลือง,ริมฝีปากซีด,มี,สไตล์ธรรมชาติ,มินิมอล,เพื่อไปเที่ยว,กลางวัน,น้อย (ไม่เติมระหว่างวัน),ผสมสี,4,ทาแบบเต็มปาก
ลิปไลเนอร์,โทนสีแดง,201-500,15 - 24,ผิวขาวเหลือง,ริมฝีปากอมชมพู,มี,สไตล์ฝรั่ง,อเมริกัน,เพื่อไปออกกำลังกาย,กลางคืน,ปานกลาง (1-2 ครั้ง),สีเดียว,3,ทาแบบเกินขอบปาก
ลิปเนื้อซาตินและเนื้อเชียร์,โทนสีนู้ด,201-500,15 - 24,ผิวสองสี,ริมฝีปากซีด,ไม่มี,สไตล์ธรรมชาติ,วินเทจ,เพื่อไปออกงานสำคัญ,กลางวัน,น้อย (ไม่เติมระหว่างวัน),ผสมสี,3,ทาแบบเบลอขอบปาก
ลิปมันและลิปบาล์ม,โทนสีชมพู,น้อยกว่า 200,15 - 24,ผิวขาวเหลือง,ริมฝีปากอมชมพู,ไม่มี,สไตล์ธรรมชาติ,สตรีท,เพื่อไปเที่ยว,กลางวัน,น้อย (ไม่เติมระหว่างวัน),ผสมสี,3,ทาแบบเบลอขอบปาก
ลิควิดลิปสติก หรือ ลิปจิ้มจุ่ม,โทนสีชมพู,201-500,15 - 24,ผิวสองสี,ริมฝีปากซีด,มี,สไตล์ฝรั่ง,สตรีท,เพื่อไปเที่ยว,กลางวัน,มาก (มากว่า 2 ครั้ง),ผสมสี,2,ทาแบบเบลอขอบปาก
ลิปกลอสและลิปทินส์,โทนสีแดง,201-500,15 - 24,ผิวสองสี,ริมฝีปากซีด,มี,สไตล์ฝรั่ง,สตรีท,เพื่อไปเที่ยว,กลางวัน,มาก (มากว่า 2 ครั้ง),สีเดียว,4,ทาแบบเบลอขอบปาก
ลิควิดลิปสติก หรือ ลิปจิ้มจุ่ม,โทนสีแดง,201-500,15 - 24,ผิวขาวเหลือง,ริมฝีปากอมชมพู,มี,สไตล์เกาหลี,เกาหลี,เพื่อไปเที่ยว,กลางวัน,ปานกลาง (1-2 ครั้ง),ผสมสี,4,ทาแบบเบลอขอบปาก
ลิปกลอสและลิปทินส์,โทนสีแดง,201-500,15 - 24,ผิวสองสี,ริมฝีปากซีด,มี,สไตล์ฝรั่ง,สตรีท,เพื่อไปเที่ยว,กลางวัน,มาก (มากว่า 2 ครั้ง),สีเดียว,4,ทาแบบเบลอขอบปาก
ลิควิดลิปสติก หรือ ลิปจิ้มจุ่ม,โทนสีส้ม,น้อยกว่า 200,15 - 24,ผิวสองสี,ริมฝีปากสีคล้ำ,ไม่มี,สไตล์ธรรมชาติ,อเมริกัน,เพื่อไปเที่ยว,กลางวัน,ปานกลาง (1-2 ครั้ง),สีเดียว,3,ทาแบบเต็มปาก
ลิปมันและลิปบาล์ม,โทนสีส้ม,201-500,15 - 24,ผิวขาวเหลือง,ริมฝีปากอมชมพู,มี,สไตล์เกาหลี,มินิมอล,เพื่อไปเรียน,กลางวัน,ปานกลาง (1-2 ครั้ง),ผสมสี,3,ทาแบบเบลอขอบปาก
ลิควิดลิปสติก หรือ ลิปจิ้มจุ่ม,โทนสีแดง,201-500,15 - 24,ผิวสองสี,ริมฝีปากอมชมพู,มี,สไตล์ธรรมชาติ,มินิมอล,เพื่อไปเที่ยว,กลางวัน,มาก (มากว่า 2 ครั้ง),สีเดียว,2,ทาแบบเบลอขอบปาก
ลิปกลอสและลิปทินส์,โทนสีแดง,201-500,15 - 24,ผิวสองสี,ริมฝีปากซีด,มี,สไตล์ฝรั่ง,สตรีท,เพื่อไปเที่ยว,กลางวัน,มาก (มากว่า 2 ครั้ง),สีเดียว,4,ทาแบบเบลอขอบปาก
ลิปเนื้อซาตินและเนื้อเชียร์,โทนน้ำตาล,201-500,15 - 24,ผิวสองสี,ริมฝีปากสีคล้ำ,ไม่มี,สไตล์ฝรั่ง,วินเทจ,เพื่อไปเรียน,กลางวัน,น้อย (ไม่เติมระหว่างวัน),สีเดียว,1,ทาแบบเต็มปาก
ลิปเนื้อครีม,โทนสีส้ม,201-500,15 - 24,ผิวสองสี,ริมฝีปากซีด,มี,สไตล์เกาหลี,เกาหลี,เพื่อไปเที่ยว,กลางวัน,ปานกลาง (1-2 ครั้ง),ผสมสี,2,ทาแบบเบลอขอบปาก
